layer,pc1,pc2,dialect,correct_final
0,-0.017060682880854935,0.0073777377095829225,eng_Latn,1
0,-0.018060725323033343,0.009639791738256567,eng_Latn,1
0,-0.016371002916227735,0.008442359737664894,eng_Latn,0
0,-0.01845836082592959,0.010562047458956416,eng_Latn,0
0,-0.018413753565171102,0.009010900062968294,eng_Latn,0
0,-0.018802201286452803,0.008746023510646489,eng_Latn,1
0,-0.01847003087088554,0.008937003459682468,eng_Latn,0
0,-0.0181571691713115,0.008553526450992764,eng_Latn,1
0,-0.017326410011630402,0.006900577018931793,eng_Latn,0
0,-0.014395674763799899,0.006048654940761101,eng_Latn,0
0,-0.017635395645027873,0.009209109179080584,eng_Latn,1
0,-0.01630231692324975,0.009536752550039822,eng_Latn,1
0,-0.018561473102105965,0.008978687975550738,eng_Latn,0
0,-0.01831931409615677,0.008585641806522179,eng_Latn,1
0,-0.01915483996654991,0.008524796035670875,eng_Latn,1
0,-0.0177825318462782,0.0068862747027191576,eng_Latn,0
0,-0.01798582722793546,0.009669580295054011,eng_Latn,1
0,-0.016481720767967466,0.007237581964812934,eng_Latn,0
0,-0.019307058707405452,0.009437464225917984,eng_Latn,0
0,-0.015200510618568188,0.00881599738374013,eng_Latn,1
0,-0.016351495338331187,0.006903439188841869,eng_Latn,1
0,-0.016876974323284107,0.008132544802897367,eng_Latn,0
0,-0.01701882394557687,0.006857957214238467,eng_Latn,1
0,-0.016744608932408794,0.00758948474013629,eng_Latn,1
0,-0.015804210481279158,0.006816022210420016,eng_Latn,0
0,-0.019281998016721858,0.009526491734643117,eng_Latn,1
0,-0.01818443914555726,0.007831864581860052,eng_Latn,0
0,-0.01463429941372227,0.0054714476828298594,eng_Latn,1
0,-0.020345367042295517,0.009740950701730478,eng_Latn,0
0,-0.016272370508445967,0.007785470161098356,eng_Latn,0
0,-0.014374354643311979,0.006867670298598755,eng_Latn,0
0,-0.015257383854055404,0.005638758103486707,eng_Latn,0
0,-0.017303530682214453,0.007927221046355994,eng_Latn,1
0,-0.018183787476331432,0.008616718608379455,eng_Latn,1
0,-0.016365792229760857,0.005999168447753674,eng_Latn,1
0,-0.015720155498589655,0.0070095627101901216,eng_Latn,0
0,-0.01484532947083638,0.006437460555901143,eng_Latn,1
0,-0.017488667057585013,0.007960713646706658,eng_Latn,0
0,-0.018064780346493788,0.008282093106127996,eng_Latn,0
0,-0.016747298958308062,0.008139192047203378,eng_Latn,0
0,-0.016433649829208887,0.005519963110963861,eng_Latn,1
0,-0.018570344722116102,0.008872048825153293,eng_Latn,1
0,-0.016516690780684577,0.007665202480523406,eng_Latn,0
0,-0.019570065939565305,0.009626170736549087,eng_Latn,0
0,-0.01916293229928755,0.00894075022440587,eng_Latn,0
0,-0.01822165008812983,0.00806214840328886,eng_Latn,1
0,-0.016565741138322536,0.007762869185009425,eng_Latn,1
0,-0.01960354859245097,0.009327314839049142,eng_Latn,0
0,-0.015887032154145633,0.007956160276557522,eng_Latn,1
0,-0.01327661265603218,0.005879326575085427,eng_Latn,1
0,-0.013575508086048918,0.003355699903551233,fra_Latn,0
0,-0.012751818930786656,0.0032795355356186975,fra_Latn,1
0,-0.015147308156611982,0.005979655230259233,fra_Latn,0
0,-0.01146379021628252,0.0006124437246050023,fra_Latn,0
0,-0.013356522222988039,0.005511160705374799,fra_Latn,1
0,-0.010811697662162738,0.0014366817792562411,fra_Latn,1
0,-0.013359937621211971,0.003771032781841968,fra_Latn,1
0,-0.014443557794787535,0.005056732675574442,fra_Latn,0
0,-0.01408909313990994,0.005009187105565809,fra_Latn,0
0,-0.013293876927113873,0.004675919284497663,fra_Latn,0
0,-0.01714659573646521,0.008997519081005016,fra_Latn,0
0,-0.01212056028491672,0.002728122118291672,fra_Latn,1
0,-0.010409384752934236,-0.0005793269721235238,fra_Latn,1
0,-0.01239011231276104,0.0010382420939386047,fra_Latn,0
0,-0.013033925607095712,0.0047970685978712,fra_Latn,1
0,-0.013834568020977975,0.0050562175026272055,fra_Latn,0
0,-0.010106616162965803,0.0017460764692068258,fra_Latn,1
0,-0.013125595557999513,0.004490311905123161,fra_Latn,1
0,-0.005547468414147496,-0.0019071420744915558,fra_Latn,0
0,-0.015309698568899263,0.005178889678681932,fra_Latn,1
0,-0.01571288577282655,0.007160707579381263,fra_Latn,1
0,-0.012819948620797352,0.0036746174568463154,fra_Latn,1
0,-0.011284709873477962,0.005958561065477378,fra_Latn,1
0,-0.015362907252871295,0.007123133823735938,fra_Latn,1
0,-0.01446538194604353,0.004642438806530231,fra_Latn,1
0,-0.011976136990205308,0.0031913400837885507,fra_Latn,1
0,-0.01262131796074752,0.00398088392753485,fra_Latn,0
0,-0.012738005032016997,0.004835229961189824,fra_Latn,0
0,-0.011790795859346394,0.002154721951952979,fra_Latn,0
0,-0.013567212959875492,0.005264225136508987,fra_Latn,0
0,-0.011691763660751052,0.003893273862168344,fra_Latn,0
0,-0.011368537297503234,0.002098098415897655,fra_Latn,1
0,-0.01065384163498647,0.002053949266903825,fra_Latn,0
0,-0.008509830347665193,3.019858949731233e-05,fra_Latn,1
0,-0.012005823174882507,0.0030080536793857947,fra_Latn,1
0,-0.010998645854840323,0.001859676741704104,fra_Latn,1
0,-0.01075337792149944,0.0021826166558369807,fra_Latn,1
0,-0.009980151317500753,-0.00022550215795637653,fra_Latn,0
0,-0.010889804559423354,0.0032617617796343503,fra_Latn,1
0,-0.012543098760350292,0.0030522014878814514,fra_Latn,1
0,-0.012633799559554926,0.0024956605893657986,fra_Latn,1
0,-0.013501505415876743,0.004249726278137791,fra_Latn,1
0,-0.013030685210922406,0.004168975806090621,fra_Latn,1
0,-0.013561542079939357,0.004374228203522122,fra_Latn,1
0,-0.009026812281807654,0.0007906312504449848,fra_Latn,1
0,-0.012768973767874508,0.00593452348620792,fra_Latn,1
0,-0.015482788658491781,0.0062686768472709955,fra_Latn,1
0,-0.012812599825635065,0.0055909192625609875,fra_Latn,0
0,-0.011311452115851526,0.0012121217318245,fra_Latn,0
0,-0.012052965429492584,0.0029469260125050746,fra_Latn,0
0,-0.012424898972691948,0.002951786971291531,fra_Latn,1
0,-0.013665972292403936,0.005547820040526804,fra_Latn,1
0,-0.014112286111587,0.005225717588845683,fra_Latn,0
0,-0.014818039717875422,0.006272712809358806,fra_Latn,0
0,-0.011067100345473481,0.0011749800274228278,fra_Latn,0
0,-0.013614028081450787,0.0044312406360872345,fra_Latn,1
0,-0.011168696366324376,0.001309640823475372,fra_Latn,0
0,-0.011889189019774158,0.0021868693192765446,fra_Latn,1
0,-0.012290439131035072,0.0013098757301299203,fra_Latn,0
0,-0.008675595354181921,-0.00027887462946391537,fra_Latn,0
0,-0.01106219987064326,0.0003190694000131468,fra_Latn,1
0,-0.014845022816339183,0.008043913595332127,fra_Latn,0
0,-0.014089580648838135,0.004238318291544589,fra_Latn,0
0,-0.01027273935791175,-0.0002881878408138743,fra_Latn,1
0,-0.014355586004912014,0.003732190705063936,fra_Latn,1
0,-0.009577992219384861,-0.001104602924786731,fra_Latn,0
0,-0.013559567106012266,0.005334232769632795,fra_Latn,1
0,-0.013905929002574296,0.003904463427962079,fra_Latn,1
0,-0.0158353539994337,0.005723218423781456,fra_Latn,0
0,-0.013214085656709984,0.0064480925935723014,fra_Latn,1
0,-0.009385520478633483,0.00021009342344117037,fra_Latn,1
0,-0.011009175119672823,0.0017505766001594475,fra_Latn,0
0,-0.010734573158738093,0.0015119140881217803,fra_Latn,1
0,-0.012359499107541807,0.0032383091987521965,fra_Latn,0
0,-0.01427917441967482,0.005059398146453415,fra_Latn,0
0,-0.009672458670442644,-0.0009215386653122547,fra_Latn,1
0,-0.013203638665707989,0.002531984706007633,fra_Latn,0
0,-0.012139355977002825,0.002836843656404905,fra_Latn,1
0,-0.014093789207972666,0.003481060063738869,fra_Latn,0
0,-0.01161334664342741,0.002714778560481698,fra_Latn,0
0,-0.009656062892072093,0.0025742399297506973,fra_Latn,0
0,-0.01206567662208155,0.0019585792095642572,fra_Latn,0
0,-0.01469529264859697,0.004989557519998344,fra_Latn,1
0,-0.013581869679373883,0.004278466727694731,fra_Latn,1
0,-0.013659735502323946,0.0030441584836752157,fra_Latn,0
0,-0.011682341615026336,0.0018331471564233892,fra_Latn,0
0,-0.010374434221059861,0.00209096330964649,fra_Latn,1
0,-0.014543809769528182,0.004879277490442261,fra_Latn,0
0,-0.013082622921291902,0.003335725509514316,fra_Latn,0
0,-0.013389117392607227,0.0045883527835644524,fra_Latn,0
0,-0.009208181455064317,-0.0016813473821670386,fra_Latn,1
0,-0.013453422105473468,0.0035482636052177976,fra_Latn,1
0,-0.013730043309296083,0.003464653755700285,fra_Latn,0
0,-0.011490651296971622,0.002473958938576818,fra_Latn,0
0,-0.012735909799327117,0.0019385223265718158,fra_Latn,0
0,-0.011219839174753471,0.0013200927330175823,fra_Latn,1
0,-0.012502726908629509,0.0033299245946167267,fra_Latn,1
0,-0.011044015576367678,0.0005744502621023879,fra_Latn,0
0,-0.011400492172203689,0.0030245171851208505,fra_Latn,1
0,-0.011213558969544115,0.0031686306122380935,fra_Latn,1
0,-0.015449680479115815,0.0048149154628988056,spa_Latn,0
0,-0.014016578099086735,0.0028235313305306326,spa_Latn,1
0,-0.016460149538970226,0.005838136504386601,spa_Latn,0
0,-0.014071894897278095,0.001851944039501138,spa_Latn,0
0,-0.01420917161042383,0.005462656821920926,spa_Latn,1
0,-0.012019167034729331,0.002471069199541989,spa_Latn,0
0,-0.014082060222704923,0.0022781162548039437,spa_Latn,0
0,-0.015788820705036698,0.005702075678407067,spa_Latn,0
0,-0.015107777340057088,0.0057882715402681785,spa_Latn,0
0,-0.014093210344516396,0.005348207435809942,spa_Latn,0
0,-0.01709246275414383,0.00845231542357216,spa_Latn,0
0,-0.01177492484833723,0.0023985196222165964,spa_Latn,1
0,-0.012496859776873983,0.00026477131903127716,spa_Latn,1
0,-0.014589355492589946,0.0025075565113658175,spa_Latn,0
0,-0.014457620921794812,0.005052592533804082,spa_Latn,1
0,-0.014600608609357767,0.004748093977715029,spa_Latn,1
0,-0.010725556521172607,0.0019011916186044498,spa_Latn,1
0,-0.01338306926265137,0.004293814121165416,spa_Latn,1
0,-0.006054743055442162,-0.0015883663324815387,spa_Latn,0
0,-0.016935092511533602,0.006142529041045428,spa_Latn,1
0,-0.0147178480345294,0.005897790870091722,spa_Latn,1
0,-0.013814083378549454,0.004104756598896707,spa_Latn,1
0,-0.011419915174468867,0.005762945043402665,spa_Latn,0
0,-0.014847940799902868,0.0061065997281848396,spa_Latn,1
0,-0.01489124621732617,0.004233084288285768,spa_Latn,1
0,-0.013427383866583865,0.0034507567070694153,spa_Latn,1
0,-0.014401353603596914,0.004002595926634122,spa_Latn,0
0,-0.013222594338446098,0.004977456149126975,spa_Latn,0
0,-0.012066965909267507,0.0017005167936976345,spa_Latn,0
0,-0.013297144304920116,0.004523396042953105,spa_Latn,0
0,-0.011360751799315791,0.002834554817006453,spa_Latn,0
0,-0.012396138637368466,0.002330882074631731,spa_Latn,1
0,-0.009753883072165563,0.0013208870625300497,spa_Latn,0
0,-0.009772699569276993,0.00036733502661520255,spa_Latn,1
0,-0.013416119871990807,0.003482350631198184,spa_Latn,0
0,-0.01090932845134158,0.0017206382054785838,spa_Latn,1
0,-0.009312105145244104,0.0005671828974471273,spa_Latn,0
0,-0.011347764501025174,0.0009350802330594573,spa_Latn,0
0,-0.01313664797781077,0.004526442311933461,spa_Latn,1
0,-0.014417006055320914,0.004008299198446043,spa_Latn,1
0,-0.013481827470175652,0.002697745312315055,spa_Latn,1
0,-0.013127866277200058,0.003323475502617616,spa_Latn,1
0,-0.014162896435052275,0.004368060133595497,spa_Latn,1
0,-0.0139379637268974,0.004333075166347982,spa_Latn,1
0,-0.009723442302890746,0.00027987555626475037,spa_Latn,1
0,-0.014506452270824555,0.007075280954164104,spa_Latn,1
0,-0.015968609918469975,0.005752885936958298,spa_Latn,1
0,-0.013430939776532822,0.006021943500078022,spa_Latn,0
0,-0.011537409149950445,0.0019371723179302937,spa_Latn,1
0,-0.01223700961287195,0.001913679709007906,spa_Latn,0
0,-0.012979677250028963,0.002559701798600922,spa_Latn,1
0,-0.01483696680569128,0.00558958504703652,spa_Latn,1
0,-0.012570828761541428,0.003301152162501233,spa_Latn,0
0,-0.014711945469595361,0.006499195957079876,spa_Latn,0
0,-0.012712411048102548,0.0016542234272824909,spa_Latn,0
0,-0.016128175736271618,0.00502655956187889,spa_Latn,1
0,-0.010679959114223017,0.00048139038102434483,spa_Latn,0
0,-0.013778702219596555,0.0033215303939054747,spa_Latn,1
0,-0.014471595104566467,0.003618896617210537,spa_Latn,0
0,-0.00901004543698983,-0.0002847827620653306,spa_Latn,0
0,-0.011509982842916482,0.0013912273640385535,spa_Latn,1
0,-0.014704201165082588,0.008014092156364009,spa_Latn,1
0,-0.01555661372306388,0.0050185044142020225,spa_Latn,0
0,-0.011680247109618964,0.00014477959445781773,spa_Latn,0
0,-0.015335058146120236,0.003919952430750183,spa_Latn,1
0,-0.011325874029068147,-0.0006719605624054114,spa_Latn,0
0,-0.013756262749317958,0.00403595400745366,spa_Latn,1
0,-0.013576609715496336,0.0036910285691100016,spa_Latn,1
0,-0.016468083560372104,0.005101223782266144,spa_Latn,0
0,-0.012267031203655604,0.005552598547565133,spa_Latn,1
0,-0.01042770618088956,0.00033279883107453144,spa_Latn,1
0,-0.01226456383173606,0.002809991885582331,spa_Latn,0
0,-0.012507976923828653,0.0019913890228593543,spa_Latn,1
0,-0.013336662676665686,0.004113626202838151,spa_Latn,1
0,-0.013689503527646757,0.004744882770361193,spa_Latn,0
0,-0.0105304888100825,-0.0003499497549113959,spa_Latn,1
0,-0.013187769761352585,0.0024483652758976173,spa_Latn,0
0,-0.01097524308118154,0.00223016118335379,spa_Latn,1
0,-0.01456576129076187,0.002969165750616356,spa_Latn,0
0,-0.01213833592398325,0.0029991757424473525,spa_Latn,0
0,-0.011388500557163625,0.0030869191283504145,spa_Latn,0
0,-0.012316404870433416,0.0020197487995260877,spa_Latn,0
0,-0.013944160728109046,0.004230759499272046,spa_Latn,1
0,-0.013715203220709637,0.004543582131436988,spa_Latn,1
0,-0.014175331454930875,0.0034075833795305407,spa_Latn,1
0,-0.0123333627664744,0.0029584808386058847,spa_Latn,0
0,-0.01061951706562928,0.0014092504076248667,spa_Latn,0
0,-0.014942063472546018,0.005164915495633713,spa_Latn,0
0,-0.011095373364419405,0.0008080200685375719,spa_Latn,0
0,-0.014132246738515828,0.005136261380280962,spa_Latn,0
0,-0.01038451697432393,-0.0006890142556609062,spa_Latn,1
0,-0.013441822194273355,0.002414765816676559,spa_Latn,1
0,-0.012523514631549038,0.003571345038936414,spa_Latn,0
0,-0.013581143472056497,0.0025041753360645243,spa_Latn,0
0,-0.014420938998638918,0.003366101696172527,spa_Latn,0
0,-0.013254846469084248,0.0024868865367225737,spa_Latn,1
0,-0.01383640690771632,0.0043523931475649286,spa_Latn,1
0,-0.013016401580532253,0.0011242850109703193,spa_Latn,0
0,-0.011779314661384621,0.003312178021021482,spa_Latn,1
0,-0.011149134503470217,0.0025948660962777192,spa_Latn,1
0,0.008665643218729242,-0.037828192935820716,hin_Deva,0
0,0.010599190160017024,-0.04054102715955535,hin_Deva,1
0,-0.0006805631715665684,-0.021724680002966543,hin_Deva,0
0,0.01576606594890871,-0.050376687612507146,hin_Deva,0
0,0.002289702013753426,-0.020622160271089478,hin_Deva,1
0,0.007423659320248481,-0.03363090921630079,hin_Deva,1
0,0.008180132259324393,-0.03428502584322165,hin_Deva,1
0,-0.0025846002889313505,-0.017248137427510895,hin_Deva,0
0,0.002781760744975669,-0.025034295535300184,hin_Deva,0
0,0.0029062661384149056,-0.02259260919907977,hin_Deva,0
0,-0.006994336935539036,-0.009315882889370889,hin_Deva,0
0,0.0073597888947874775,-0.03570480877054994,hin_Deva,1
0,0.013539664912320157,-0.04532381836399249,hin_Deva,0
0,0.011508073250444235,-0.03915720602485747,hin_Deva,0
0,0.0035538484015740423,-0.026116378389171354,hin_Deva,1
0,0.0030369246429553715,-0.025893064804965473,hin_Deva,1
0,0.006750893815162195,-0.029634331006586693,hin_Deva,1
0,-0.0038877541531796046,-0.01110285446220816,hin_Deva,1
0,0.013840614328750465,-0.03846552514611994,hin_Deva,0
0,0.0020772829930456524,-0.028351582322808197,hin_Deva,1
0,-0.004349607926209744,-0.01292673039346917,hin_Deva,1
0,0.004453495310015557,-0.02614996524442846,hin_Deva,1
0,-0.0055392992053448645,-0.006012835571376923,hin_Deva,1
0,-0.002117662951297902,-0.016972886524528066,hin_Deva,1
0,0.003924193032091689,-0.02603691559781262,hin_Deva,1
0,-0.0006551695879008469,-0.018657345235605065,hin_Deva,1
0,0.005459521018419677,-0.02876303025876367,hin_Deva,0
0,-0.005632066372840769,-0.007735246154834979,hin_Deva,0
0,0.012069690378272305,-0.044776836597715884,hin_Deva,1
0,0.0002534805158714727,-0.0219583676040388,hin_Deva,0
0,0.003042019881635052,-0.02421585989711211,hin_Deva,0
0,0.010054252037864555,-0.039374905076446184,hin_Deva,1
0,0.009983018217635604,-0.035272027817911215,hin_Deva,0
0,0.013385534341727956,-0.0408974238480854,hin_Deva,1
0,-0.000717166892429103,-0.01737376961332746,hin_Deva,1
0,-0.0002873973204233142,-0.01697243000237699,hin_Deva,1
0,0.009807095284490315,-0.037930929536955975,hin_Deva,1
0,0.022419007631144232,-0.05506829854150513,hin_Deva,0
0,0.00279834525245695,-0.024085782675949345,hin_Deva,0
0,0.00399860273482546,-0.029630333155862817,hin_Deva,1
0,0.0158784301163942,-0.050462535993769014,hin_Deva,1
0,0.006661506149741145,-0.029919091541611962,hin_Deva,1
0,-0.0001816216507027111,-0.018963366281088467,hin_Deva,1
0,0.0027811130095108344,-0.024663909985591783,hin_Deva,1
0,0.009556677781636129,-0.035155182674016926,hin_Deva,1
0,-0.0060295815457698425,-0.010758335194589175,hin_Deva,1
0,0.001512346872359107,-0.023347115522293304,hin_Deva,1
0,-0.0014567591039425063,-0.01413776338487018,hin_Deva,1
0,0.01198271943478693,-0.039288821632421665,hin_Deva,0
0,0.0070443174705012756,-0.03437298349891528,hin_Deva,0
0,0.004967956410878868,-0.032039081947065576,hin_Deva,1
0,0.0008439083036842061,-0.021009060761523042,hin_Deva,1
0,0.0020251547775814336,-0.020746588217761985,hin_Deva,0
0,0.013743581624921697,-0.04349631427363108,hin_Deva,0
0,0.012478042681794536,-0.04003901177476112,hin_Deva,0
0,0.002925025453318147,-0.024202017699950527,hin_Deva,1
0,0.022128704152275636,-0.06313210322715843,hin_Deva,0
0,0.002399233007716254,-0.023145050836213925,hin_Deva,1
0,0.0004789747995658036,-0.017006634421195852,hin_Deva,1
0,-0.0004465105849330053,-0.018240338978305386,hin_Deva,0
0,0.020184186789238452,-0.05409527920222332,hin_Deva,0
0,0.004336780803695756,-0.028312695372120094,hin_Deva,1
0,0.014059325278369993,-0.04220633791236267,hin_Deva,0
0,0.010478589775175002,-0.041894555966334825,hin_Deva,0
0,0.007027578510295136,-0.03425581833422351,hin_Deva,0
0,0.016269650746746044,-0.04706628450225636,hin_Deva,0
0,0.01824112846802078,-0.05107893187976761,hin_Deva,1
0,-0.00950947914201837,-0.0006186739073772575,hin_Deva,1
0,0.011210093826513412,-0.043019457244300736,hin_Deva,1
0,0.017925163506355174,-0.05552982553410304,hin_Deva,1
0,-0.00033833105739818585,-0.02017268084822695,hin_Deva,1
0,0.018686970961681308,-0.054080856803718456,hin_Deva,0
0,0.003553483004602837,-0.030847358503560823,hin_Deva,1
0,0.0007028757922005947,-0.016918136559368975,hin_Deva,1
0,-0.0017825621854487697,-0.0191768594649498,hin_Deva,0
0,0.00102561378338534,-0.019918104208158077,hin_Deva,0
0,0.014837775666522949,-0.04426879008933697,hin_Deva,1
0,0.010361774871394464,-0.03584943323213816,hin_Deva,0
0,0.007589853227044431,-0.033739661851116376,hin_Deva,1
0,0.001497307406356846,-0.022829786354972532,hin_Deva,0
0,-0.004901541860763421,-0.008553398832098632,hin_Deva,1
0,0.016090629484556803,-0.04858772438713418,hin_Deva,1
0,0.007252763870781467,-0.03171215563302792,hin_Deva,0
0,0.0037630151817133477,-0.024671173015762028,hin_Deva,1
0,0.006876447177530156,-0.03802849276745605,hin_Deva,0
0,0.010098315065821142,-0.03798776175866842,hin_Deva,0
0,0.005137488193410803,-0.02366222029688219,hin_Deva,0
0,0.004946431278008514,-0.027768766999202745,hin_Deva,0
0,0.0007252800385478009,-0.023805211938612923,hin_Deva,1
0,-0.0008010486794319231,-0.017769089742237693,hin_Deva,1
0,-0.0005214620606596629,-0.020072272299480238,hin_Deva,0
0,0.01232662157672255,-0.03859568626682837,hin_Deva,0
0,0.013128367941883117,-0.040478453399314815,hin_Deva,1
0,0.003051078648413034,-0.02337544324296278,hin_Deva,0
0,0.01653063126849586,-0.051033890312723935,hin_Deva,1
0,-0.0018768022397835484,-0.01685228441379988,hin_Deva,0
0,0.019311929002599572,-0.055179280822690226,hin_Deva,1
0,0.007038593789689946,-0.033377158765265175,hin_Deva,1
0,0.005955006649681965,-0.030915991137587265,hin_Deva,0
0,0.01587019050244202,-0.049092380921705765,hin_Deva,0
0,-0.012189423608077905,0.0029017734029648952,urd_Latn,0
0,-0.010103938791405026,0.0006337395335733048,urd_Latn,0
0,-0.014535759428495752,0.004362549641314944,urd_Latn,0
0,-0.008985800267421703,-0.0015380973818891065,urd_Latn,0
0,-0.011434483880324352,0.004395558787421659,urd_Latn,1
0,-0.010712296712814644,0.0013091875436241848,urd_Latn,0
0,-0.009839222310708403,0.0007516191358222874,urd_Latn,0
0,-0.013426218048297172,0.004128021118147383,urd_Latn,0
0,-0.012804860440532417,0.003999603620110131,urd_Latn,0
0,-0.01263336308458292,0.003559849851051321,urd_Latn,0
0,-0.015446674651343797,0.006810350684686554,urd_Latn,0
0,-0.009106487933620231,0.0005954324231691043,urd_Latn,0
0,-0.009274406730238292,-0.0017021196462209205,urd_Latn,0
0,-0.009023865516111361,-0.0007061117457763136,urd_Latn,0
0,-0.011848416325360602,0.00330180806834137,urd_Latn,1
0,-0.01156052234581115,0.002508480966367522,urd_Latn,0
0,-0.008973172074292319,9.038380742982907e-05,urd_Latn,1
0,-0.013882476409345392,0.004668868948998173,urd_Latn,1
0,-0.004593860677509423,-0.0022379565921554923,urd_Latn,0
0,-0.012620359373481735,0.002982208301803247,urd_Latn,0
0,-0.015278899436128172,0.0065783614483622315,urd_Latn,1
0,-0.011646322320904135,0.003140413069915318,urd_Latn,1
0,-0.011575051347251805,0.005982632025052695,urd_Latn,0
0,-0.012532276409214907,0.004559286878592841,urd_Latn,1
0,-0.012355819767330243,0.0031738106997581035,urd_Latn,1
0,-0.011764674421611596,0.002857825993276728,urd_Latn,1
0,-0.011455318428092267,0.0020294028345100535,urd_Latn,0
0,-0.01209034119572944,0.004305548995400359,urd_Latn,0
0,-0.010955128230382725,0.0007808208702977614,urd_Latn,0
0,-0.01266975634120037,0.004056886362825462,urd_Latn,0
0,-0.009176887071055947,0.0014886704999673263,urd_Latn,0
0,-0.010204972018427298,0.0010963062449355224,urd_Latn,0
0,-0.0077475691332553045,-0.0003753291834286554,urd_Latn,0
0,-0.007712111235882019,-0.0010345448134444876,urd_Latn,1
0,-0.011542109866575714,0.002694575379211499,urd_Latn,0
0,-0.010220375701601217,0.00095232742207962,urd_Latn,1
0,-0.009145065337943759,8.819056050861116e-05,urd_Latn,1
0,-0.00771266216652804,-0.0010181343799787073,urd_Latn,0
0,-0.01233573131077942,0.0040381802395097035,urd_Latn,0
0,-0.012836130023261701,0.003707317577085909,urd_Latn,1
0,-0.009257045811175936,-0.0011919204875921045,urd_Latn,1
0,-0.011730317760514615,0.002026886511507028,urd_Latn,0
0,-0.01214891190460135,0.003338615851272004,urd_Latn,0
0,-0.009827333021898293,0.0009917316654177233,urd_Latn,0
0,-0.008151166413044196,-0.0009510003478838518,urd_Latn,0
0,-0.012240822312476113,0.004819266692975491,urd_Latn,1
0,-0.013814627778659532,0.004616003277109138,urd_Latn,0
0,-0.01272869954148639,0.006008791894062276,urd_Latn,0
0,-0.008885469298381493,-0.000274277997564346,urd_Latn,0
0,-0.011123647602129664,0.001566135972026015,urd_Latn,0
0,-0.010936828153150143,0.0009676661912469124,urd_Latn,0
0,-0.013284450678453562,0.004888522579716175,urd_Latn,1
0,-0.01236388599827887,0.003594579414906006,urd_Latn,0
0,-0.0144706299396541,0.00671164877624188,urd_Latn,0
0,-0.009141013198825475,-0.00037614495382937136,urd_Latn,0
0,-0.012321314317019515,0.002795230641392993,urd_Latn,1
0,-0.010847206634442328,0.0009496895274429333,urd_Latn,0
0,-0.00974284209590779,5.5453488820998984e-05,urd_Latn,1
