layer,dialect,pc1_mean,pc2_mean,count,within_var
0,afr_Latn,-0.011810442089870697,0.00325666777474404,100,7.957308257694702e-06
0,ben_Beng,0.07772443678735674,0.007894907081472736,100,0.0005112836252428539
0,eng_Latn,-0.01720377084266788,0.008151096573843303,100,5.550341418117687e-06
0,fra_Latn,-0.0124089957487609,0.0032109663699587737,100,8.088512485882254e-06
0,hin_Deva,0.006041350758979099,-0.030452847693028803,100,0.00021892121558113228
0,spa_Latn,-0.013091866295065431,0.0033116665017199815,100,7.575791919309684e-06
0,swh_Latn,-0.010421437147269627,0.0016758962877029388,100,1.1419722887634466e-05
0,urd_Latn,-0.010855452461726502,0.0018119425331700981,100,1.1258890778887885e-05
0,yor_Latn,-0.007973822960974796,0.0011397045704169557,100,1.6357571832506808e-05
1,afr_Latn,-0.023092498588940913,-0.001118749036333664,100,0.0002326642604983369
1,ben_Beng,0.13913737265589213,-0.012823537494958742,100,0.0019272754369664934
1,eng_Latn,-0.044663748267311794,-0.03034804649085708,100,0.0002039361351779407
1,fra_Latn,-0.024975550843234346,-0.016473319263947538,100,0.00021209116190193687
1,hin_Deva,0.02520555919441623,-0.016107321764405286,100,0.0005703331489866
1,spa_Latn,-0.02883394222518819,-0.016313421047334783,100,0.0002139562265647937
1,swh_Latn,-0.016138878371587496,0.03653836952031662,100,0.000708419484188776
1,urd_Latn,-0.018907216157174712,0.029399628623189643,100,0.0006113614092016496
1,yor_Latn,-0.0077310973968709,0.027246396954330853,100,0.0005497712173439876
2,afr_Latn,0.08310314690479206,-0.0030871577794236767,100,0.053473718014610844
2,ben_Beng,-0.48409331006681827,-0.11184875855309313,100,0.060282123567109935
2,eng_Latn,0.23300328211804885,0.020520380080207033,100,0.05524698346451012
2,fra_Latn,0.08561398158376826,0.01131656803914067,100,0.0524087185418068
2,hin_Deva,-0.06660605132045005,-0.017876216302613362,100,0.05581524698393581
2,spa_Latn,0.12438005445827967,0.013333992988765251,100,0.05179649278899078
2,swh_Latn,0.019771505968424,0.034888305683519326,100,0.054375125182797066
2,urd_Latn,0.018726306430159635,0.028202083573704472,100,0.05571369549883155
2,yor_Latn,-0.013898916076204115,0.02455080226979347,100,0.049699753609181975
3,afr_Latn,0.08778276808475485,0.0059063053575917155,100,0.055465405941146094
3,ben_Beng,-0.5206984498591958,-0.13907021950170687,100,0.06620609763969927
3,eng_Latn,0.24544398609110074,0.03624987704775125,100,0.057180229203789124
3,fra_Latn,0.09269844509667824,0.027852008888666048,100,0.05428827541547839
3,hin_Deva,-0.06922204396538345,-0.016932949721154212,100,0.0584025511827456
3,spa_Latn,0.1321622270635457,0.027290556040396288,100,0.05366785807096831
3,swh_Latn,0.022499900363812726,0.01851579313473015,100,0.05630469807303499
3,urd_Latn,0.021283561072074263,0.019807097293273738,100,0.05799999701207563
3,yor_Latn,-0.011950393947387441,0.020381531460451983,100,0.05167259387728693
4,afr_Latn,0.09239681614956609,0.01862117337100568,100,0.058383309337850575
4,ben_Beng,-0.5647606982202122,-0.12080696418068777,100,0.07340450170620805
4,eng_Latn,0.26536186163135944,0.08178453876925464,100,0.05945253195195856
4,fra_Latn,0.10561932229105472,0.07056085128679673,100,0.05657870712398062
4,hin_Deva,-0.07594072189616913,0.008129419158282292,100,0.062004782350944865
4,spa_Latn,0.14708461421943902,0.06912219066138656,100,0.055855059342466415
4,swh_Latn,0.019878483018882388,-0.059347097025038494,100,0.06093254182511194
4,urd_Latn,0.023247788680079273,-0.015411911656729331,100,0.06151076041169461
4,yor_Latn,-0.012887465873999582,-0.05265220038427028,100,0.05659962721291194
5,afr_Latn,0.09800469625929571,0.019296123623797387,100,0.0645947005957069
5,ben_Beng,-0.630471031954054,-0.16862726609114767,100,0.08826107027428251
5,eng_Latn,0.29324045477887273,0.07881932095552457,100,0.0649385811504753
5,fra_Latn,0.11878744615800478,0.06443554036665856,100,0.06186981201498947
5,hin_Deva,-0.08770552594322241,-0.016516885898011632,100,0.06932975557707362
5,spa_Latn,0.16233514017468312,0.06234357939970147,100,0.06138274612376929
5,swh_Latn,0.024403974460344372,-0.014503795675882997,100,0.06549463925852407
5,urd_Latn,0.025941787559981774,-0.009210127658334599,100,0.06787376323354218
5,yor_Latn,-0.004536941493905965,-0.016036489022305155,100,0.06076066363286872
6,afr_Latn,0.10993972104914534,0.028033476706953504,100,0.06979065863463729
6,ben_Beng,-0.7063861729954003,-0.19572956964100408,100,0.10335961255675803
6,eng_Latn,0.3172527265023101,0.07175663501091387,100,0.07028987940415886
6,fra_Latn,0.14071402584070938,0.08082146960882934,100,0.06660438426399762
6,hin_Deva,-0.09825311554868199,-0.026602206901830204,100,0.07639480692069638
6,spa_Latn,0.1851739998222156,0.07524352055525013,100,0.0664351748634431
6,swh_Latn,0.029613488062405005,-0.008665395328922054,100,0.071087320929131
6,urd_Latn,0.024172737112770334,-0.017235811303001305,100,0.07455457036143864
6,yor_Latn,-0.0022274098454737766,-0.007622118707189079,100,0.06620610543700996
7,afr_Latn,0.12284584968837173,0.03465438688947918,100,0.07853028892403244
7,ben_Beng,-0.776785484840782,-0.15036265623121184,100,0.12624994132220227
7,eng_Latn,0.34455868886452257,0.10621983269201643,100,0.07668150333672394
7,fra_Latn,0.15116654782150196,0.1051902354033783,100,0.07405588958663946
7,hin_Deva,-0.11104126793993066,-0.003833759797876348,100,0.08914465297457048
7,spa_Latn,0.19658707968879344,0.09586028477292896,100,0.07390804049251115
7,swh_Latn,0.0389547301216969,-0.0350213113737166,100,0.082249136408944
7,urd_Latn,0.02505155415249633,-0.06294890762272883,100,0.08876934472135757
7,yor_Latn,0.008662302443330093,-0.08975810473226949,100,0.07984436770992039
8,afr_Latn,0.13078282898785565,0.03487056047986581,100,0.08881033527774074
8,ben_Beng,-0.8324399036986495,-0.11104076760896656,100,0.15057589837621396
8,eng_Latn,0.37012340841550007,0.1206076811086438,100,0.08338525847348391
8,fra_Latn,0.16232252454017335,0.10520103383839585,100,0.08242601416258957
8,hin_Deva,-0.11612663415486905,0.012091031943492063,100,0.10247160866187502
8,spa_Latn,0.2120117538690603,0.09555718697338461,100,0.08145323266438757
8,swh_Latn,0.03542564631387606,-0.049969319450250155,100,0.09489124270962267
8,urd_Latn,0.02733436973875493,-0.07184335862742441,100,0.1016459782621682
