layer,dialect,pc1_mean,pc2_mean,count,within_var
23,urd_Latn,1.1212025578175706,1.8912802454350623,100,0.29986565979999064
23,yor_Latn,4.095200236850244,-3.3056526395733385,100,0.5936242047811375
24,afr_Latn,-1.262761476847704,-0.1812003950896028,100,0.11088232188659765
24,ben_Beng,2.5733075967525343,2.896371449614867,100,0.27199971039416365
24,eng_Latn,-3.109160740522102,-0.8510346011805894,100,0.1332164155699261
24,fra_Latn,-2.2445455599309994,-0.3888993665654145,100,0.14566011723476316
24,hin_Deva,0.5335601835844436,2.1149569025656048,100,0.27665883905465977
24,spa_Latn,-2.421046196043772,-0.44990831863329184,100,0.17475798899408151
24,swh_Latn,1.0039467207051154,-0.7150146662858762,100,0.23411452495001928
24,urd_Latn,1.2038365455542455,1.5854096174672088,100,0.3194858499892977
24,yor_Latn,3.72286292674824,-4.010680621892908,100,0.6413366483532482
25,afr_Latn,-1.9229214174344043,-0.3087642580809341,100,0.08504010156648416
25,ben_Beng,2.8709388068034123,2.5858056202277084,100,0.2802107346584594
25,eng_Latn,-3.451383879736198,-0.4948914476179967,100,0.14086527803363186
25,fra_Latn,-2.8792393095648396,-0.2912446204428261,100,0.14654735547147585
25,hin_Deva,0.9418208372804312,2.899152852760943,100,0.38090160226600944
25,spa_Latn,-3.1678082597098842,-0.32221982249151304,100,0.18683734906743477
25,swh_Latn,2.275481355606353,-2.1342137422331633,100,0.3811489691944708
25,urd_Latn,2.0781040687983823,2.856896661605985,100,0.5047064236115482
25,yor_Latn,3.255007797956743,-4.790521243728202,100,0.5920627869743109
26,afr_Latn,-1.8628769565203316,-0.3063251750115761,100,0.10688923838983404
26,ben_Beng,3.3706140770852397,2.3850839186597104,100,0.31151158059853795
26,eng_Latn,-3.7848487764509584,-0.22672282503493776,100,0.169497946084633
26,fra_Latn,-3.1467491087904413,0.0038065980194865647,100,0.18288936468091693
26,hin_Deva,1.2491348882204314,3.000847485881276,100,0.45692732076419523
26,spa_Latn,-3.4425230451024778,-0.014300688767112426,100,0.22925205178066663
26,swh_Latn,2.4602953735771633,-2.9203307824649936,100,0.5156033897070931
26,urd_Latn,2.425169106193516,3.003191223573759,100,0.6056016663635905
26,yor_Latn,2.7317844417878554,-4.92524975485561,100,0.5971468604234977
27,afr_Latn,-2.1339605554496326,0.9146451956823829,100,0.13757767245707722
27,ben_Beng,4.849390089301255,-2.00989879210352,100,0.37881443913627333
27,eng_Latn,-4.145284337977072,-0.7279127617767872,100,0.21010288889759499
27,fra_Latn,-3.765632825589431,-0.6978420199337314,100,0.22332231427261742
27,hin_Deva,2.4048502201873543,-3.616889948493622,100,0.5798415645955697
27,spa_Latn,-4.031636280463819,-0.872757313016391,100,0.2790756603810145
27,swh_Latn,2.1713641462243984,5.188096787939305,100,0.8295812592406464
27,urd_Latn,2.970276975200554,-2.692993538075456,100,0.6731032258740319
27,yor_Latn,1.6806325685663865,4.5155523897778185,100,0.5156592970792884
28,afr_Latn,-2.4775451521361562,2.9174433832935387,100,0.3411684115960876
28,ben_Beng,5.860097073414561,-1.6906602651469778,100,0.4332091572448925
28,eng_Latn,-4.459552602931916,-1.3250583676792616,100,0.26640180750112175
28,fra_Latn,-3.726725408239739,-1.419475862990049,100,0.26823242724282137
28,hin_Deva,3.1502855269478744,-3.7087642607840103,100,0.6619513404062013
28,spa_Latn,-4.33308817030567,-1.8030427642010565,100,0.36594722955239095
28,swh_Latn,2.2294391360368597,5.826072974329874,100,1.0532705526182795
28,urd_Latn,2.8278152664474514,-2.6065961182676536,100,0.6704218635954138
28,yor_Latn,0.9292743307667366,3.810081281445595,100,0.4396335979630017
29,afr_Latn,-1.9899775357316116,8.57008037396579,100,1.984973242055395
29,ben_Beng,6.787698548436597,0.39654801792506467,100,0.5237616656998207
29,eng_Latn,-5.0782167486019,-1.9068446249884377,100,0.3618047976845932
29,fra_Latn,-3.9385295448702955,-1.2717885625214769,100,0.31738516415052404
29,hin_Deva,3.1204918497462075,-2.245977610154263,100,0.6016031694310592
29,spa_Latn,-4.892993692546162,-1.9394259194151013,100,0.4602442892058316
29,swh_Latn,2.5940456787378126,1.276425396795648,100,0.7182872656971547
29,urd_Latn,2.3023285249069643,-3.264169808301154,100,0.650907362816143
29,yor_Latn,1.0951529199223946,0.3851527366939287,100,0.37076754944241713
30,afr_Latn,-0.8781288672452655,4.653337809723824,100,0.777696672124138
30,ben_Beng,8.944088857591542,2.0822213767356312,100,0.6039289406414813
30,eng_Latn,-5.900884408354499,1.0965107847239646,100,0.4154210490695382
30,fra_Latn,-3.6573021462937065,2.3222557343686194,100,0.402353414921432
30,hin_Deva,5.501901021607063,2.5566541767387316,100,1.0208017419982864
30,spa_Latn,-4.56441174461018,2.327780379592613,100,0.4522687163093743
30,swh_Latn,0.7866905774084562,-4.922655115011492,100,0.9266379340374588
30,urd_Latn,0.8043056489984443,-4.918456686345733,100,1.0254193687434905
30,yor_Latn,-1.0362589391018542,-5.197648460526158,100,0.67526733697139
31,afr_Latn,-2.7169379871384427,-2.0435128192449845,100,0.26582641239299865
31,ben_Beng,13.456247703785452,-0.5164078462503799,100,0.8207297855242596
31,eng_Latn,-5.424280667172505,-4.30692393305662,100,0.45922055450115806
31,fra_Latn,-3.1108685189857073,-4.56601317214537,100,0.3837675581848546
31,hin_Deva,7.3754304662034045,-2.3683739775154042,100,1.0594158262006352
31,spa_Latn,-3.7819509287897177,-5.090159002385574,100,0.44187914577727194
31,swh_Latn,-1.2887851520968296,3.3714368266003247,100,0.7415579057468777
31,urd_Latn,-2.1473149741276285,7.855094905961878,100,1.8962249578652568
31,yor_Latn,-2.3615399416780245,7.664859018036127,100,1.5653127857778313
32,afr_Latn,-6.207732794045696,-11.705890817085217,100,2.415905807732022
32,ben_Beng,24.392721332178468,7.529825143954923,100,2.1818251969256175
32,eng_Latn,2.924458909404744,-18.582194153040394,100,4.992978204906067
32,fra_Latn,4.168862217791634,-18.772819288053746,100,3.870152752690801
32,hin_Deva,36.870478576294175,20.529863713695082,100,9.390845714892217
32,spa_Latn,1.657942160095088,-16.195186099638317,100,3.334594093892863
32,swh_Latn,-16.047476077955608,6.147693568574916,100,6.989813834617448
32,urd_Latn,-24.582490596784204,16.080251842566412,100,16.176972860627085
32,yor_Latn,-23.17676372697856,14.968456089026338,100,12.322236322788058
